path,label,source,split
data/guardrail/negatives/coco/0679.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0822.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0601.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0855.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0971.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0636.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0131.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0595.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0875.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0745.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0205.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0443.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0901.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0357.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0289.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0050.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0207.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0168.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0543.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0806.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0904.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0588.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0768.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0017.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0532.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0699.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0458.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0259.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0947.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0799.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0392.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0963.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0454.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0233.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0257.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0596.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0241.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0249.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0639.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0931.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0209.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0216.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0440.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0348.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0912.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0493.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0829.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0606.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0183.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0442.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0031.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0624.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0577.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0838.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0860.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0248.jpg,not_smear,coco,train
data/guardrail/negatives/coco/0676.jpg,not_smear,coco,train
